crp	azuC	1
crp	melR	1
crp	prpR	1
crp	rhaS	1
crp	mtlR	1
crp	zraR	1
crp	fucR	1
crp	lsrD	1
crp	tnaA	1
crp	mtlA	1
crp	fucI	1
crp	hofB	1
crp	trxA	1
crp	yhfA	1
crp	malY	1
crp	kbaZ	1
crp	malK	1
crp	cyaR	1
crp	dadX	1
crp	prpE	1
crp	mtlD	1
crp	agp	1
crp	lsrC	1
crp	araA	1
crp	rhaD	1
crp	entD	1
crp	xseA	1
crp	ykgR	1
crp	glgA	1
crp	hofC	1
crp	fiu	1
crp	modA	1
crp	cirA	1
crp	dksA	1
crp	modC	1
crp	gdhA	1
crp	sfsA	1
crp	dsdA	1
crp	zraS	1
crp	fbaA	1
crp	agaV	1
crp	fucA	1
crp	glgS	1
crp	fucU	1
crp	glpE	1
prpR	prpE	1
rhaS	rhaD	1
mtlR	mtlA	1
mtlR	mtlD	1
zraR	zraP	1
zraR	zraS	1
fucR	fucI	1
fucR	fucA	1
fucR	fucU	1
ascG	prpR	1
ascG	htpG	1
pepA	azuC	0
pepA	crp	0
pepA	melR	0
pepA	prpR	0
pepA	rhaS	0
pepA	mtlR	0
pepA	zraR	0
pepA	fucR	0
pepA	ascG	0
pepA	lsrD	0
pepA	tnaA	0
pepA	mtlA	0
pepA	fucI	0
pepA	hofB	0
pepA	trxA	0
pepA	yhfA	0
pepA	malY	0
pepA	kbaZ	0
pepA	malK	0
pepA	cyaR	0
pepA	dadX	0
pepA	prpE	0
pepA	mtlD	0
pepA	agp	0
pepA	lsrC	0
pepA	araA	0
pepA	rhaD	0
pepA	entD	0
pepA	xseA	0
pepA	ykgR	0
pepA	glgA	0
pepA	hofC	0
pepA	fiu	0
pepA	modA	0
pepA	cirA	0
pepA	htpG	0
pepA	dksA	0
pepA	modC	0
pepA	gdhA	0
pepA	sfsA	0
pepA	zraP	0
pepA	dsdA	0
pepA	zraS	0
pepA	fbaA	0
pepA	agaV	0
pepA	fucA	0
pepA	glgS	0
pepA	fucU	0
pepA	glpE	0
azuC	pepA	0
azuC	crp	0
azuC	melR	0
azuC	prpR	0
azuC	rhaS	0
azuC	mtlR	0
azuC	zraR	0
azuC	fucR	0
azuC	ascG	0
azuC	lsrD	0
azuC	tnaA	0
azuC	mtlA	0
azuC	fucI	0
azuC	hofB	0
azuC	trxA	0
azuC	yhfA	0
azuC	malY	0
azuC	kbaZ	0
azuC	malK	0
azuC	cyaR	0
azuC	dadX	0
azuC	prpE	0
azuC	mtlD	0
azuC	agp	0
azuC	lsrC	0
azuC	araA	0
azuC	rhaD	0
azuC	entD	0
azuC	xseA	0
azuC	ykgR	0
azuC	glgA	0
azuC	hofC	0
azuC	fiu	0
azuC	modA	0
azuC	cirA	0
azuC	htpG	0
azuC	dksA	0
azuC	modC	0
azuC	gdhA	0
azuC	sfsA	0
azuC	zraP	0
azuC	dsdA	0
azuC	zraS	0
azuC	fbaA	0
azuC	agaV	0
azuC	fucA	0
azuC	glgS	0
azuC	fucU	0
azuC	glpE	0
crp	pepA	0
crp	ascG	0
crp	htpG	0
crp	zraP	0
melR	pepA	0
melR	azuC	0
melR	crp	0
melR	prpR	0
melR	rhaS	0
melR	mtlR	0
melR	zraR	0
melR	fucR	0
melR	ascG	0
melR	lsrD	0
melR	tnaA	0
melR	mtlA	0
melR	fucI	0
melR	hofB	0
melR	trxA	0
melR	yhfA	0
melR	malY	0
melR	kbaZ	0
melR	malK	0
melR	cyaR	0
melR	dadX	0
melR	prpE	0
melR	mtlD	0
melR	agp	0
melR	lsrC	0
melR	araA	0
melR	rhaD	0
melR	entD	0
melR	xseA	0
melR	ykgR	0
melR	glgA	0
melR	hofC	0
melR	fiu	0
melR	modA	0
melR	cirA	0
melR	htpG	0
melR	dksA	0
melR	modC	0
melR	gdhA	0
melR	sfsA	0
melR	zraP	0
melR	dsdA	0
melR	zraS	0
melR	fbaA	0
melR	agaV	0
melR	fucA	0
melR	glgS	0
melR	fucU	0
melR	glpE	0
prpR	pepA	0
prpR	azuC	0
prpR	crp	0
prpR	melR	0
prpR	rhaS	0
prpR	mtlR	0
prpR	zraR	0
prpR	fucR	0
prpR	ascG	0
prpR	lsrD	0
prpR	tnaA	0
prpR	mtlA	0
prpR	fucI	0
prpR	hofB	0
prpR	trxA	0
prpR	yhfA	0
prpR	malY	0
prpR	kbaZ	0
prpR	malK	0
prpR	cyaR	0
prpR	dadX	0
prpR	mtlD	0
prpR	agp	0
prpR	lsrC	0
prpR	araA	0
prpR	rhaD	0
prpR	entD	0
prpR	xseA	0
prpR	ykgR	0
prpR	glgA	0
prpR	hofC	0
prpR	fiu	0
prpR	modA	0
prpR	cirA	0
prpR	htpG	0
prpR	dksA	0
prpR	modC	0
prpR	gdhA	0
prpR	sfsA	0
prpR	zraP	0
prpR	dsdA	0
prpR	zraS	0
prpR	fbaA	0
prpR	agaV	0
prpR	fucA	0
prpR	glgS	0
prpR	fucU	0
prpR	glpE	0
rhaS	pepA	0
rhaS	azuC	0
rhaS	crp	0
rhaS	melR	0
rhaS	prpR	0
rhaS	mtlR	0
rhaS	zraR	0
rhaS	fucR	0
rhaS	ascG	0
rhaS	lsrD	0
rhaS	tnaA	0
rhaS	mtlA	0
rhaS	fucI	0
rhaS	hofB	0
rhaS	trxA	0
rhaS	yhfA	0
rhaS	malY	0
rhaS	kbaZ	0
rhaS	malK	0
rhaS	cyaR	0
rhaS	dadX	0
rhaS	prpE	0
rhaS	mtlD	0
rhaS	agp	0
rhaS	lsrC	0
rhaS	araA	0
rhaS	entD	0
rhaS	xseA	0
rhaS	ykgR	0
rhaS	glgA	0
rhaS	hofC	0
rhaS	fiu	0
rhaS	modA	0
rhaS	cirA	0
rhaS	htpG	0
rhaS	dksA	0
rhaS	modC	0
rhaS	gdhA	0
rhaS	sfsA	0
rhaS	zraP	0
rhaS	dsdA	0
rhaS	zraS	0
rhaS	fbaA	0
rhaS	agaV	0
rhaS	fucA	0
rhaS	glgS	0
rhaS	fucU	0
rhaS	glpE	0
mtlR	pepA	0
mtlR	azuC	0
mtlR	crp	0
mtlR	melR	0
mtlR	prpR	0
mtlR	rhaS	0
mtlR	zraR	0
mtlR	fucR	0
mtlR	ascG	0
mtlR	lsrD	0
mtlR	tnaA	0
mtlR	fucI	0
mtlR	hofB	0
mtlR	trxA	0
mtlR	yhfA	0
mtlR	malY	0
mtlR	kbaZ	0
mtlR	malK	0
mtlR	cyaR	0
mtlR	dadX	0
mtlR	prpE	0
mtlR	agp	0
mtlR	lsrC	0
mtlR	araA	0
mtlR	rhaD	0
mtlR	entD	0
mtlR	xseA	0
mtlR	ykgR	0
mtlR	glgA	0
mtlR	hofC	0
mtlR	fiu	0
mtlR	modA	0
mtlR	cirA	0
mtlR	htpG	0
mtlR	dksA	0
mtlR	modC	0
mtlR	gdhA	0
mtlR	sfsA	0
mtlR	zraP	0
mtlR	dsdA	0
mtlR	zraS	0
mtlR	fbaA	0
mtlR	agaV	0
mtlR	fucA	0
mtlR	glgS	0
mtlR	fucU	0
mtlR	glpE	0
zraR	pepA	0
zraR	azuC	0
zraR	crp	0
zraR	melR	0
zraR	prpR	0
zraR	rhaS	0
zraR	mtlR	0
zraR	fucR	0
zraR	ascG	0
zraR	lsrD	0
zraR	tnaA	0
zraR	mtlA	0
zraR	fucI	0
zraR	hofB	0
