pspF	pspE	1
pspF	pspB	1
pspF	pspD	1
pspF	pspG	1
pspF	pspC	1
pspF	pspA	1
phoP	rstB	1
phoP	treR	1
phoP	rstA	1
phoP	mgtA	1
phoP	slyB	1
phoP	pagP	1
phoP	borD	1
phoP	ybjG	1
phoP	purH	1
phoP	phoQ	1
phoP	metB	1
phoP	hemL	1
phoP	mgrB	1
phoP	argD	1
phoP	metL	1
phoP	purD	1
phoP	yrbL	1
phoP	nagA	1
phoP	dcuD	1
phoP	rutB	1
phoP	ygiA	1
phoP	malS	1
phoP	tolC	1
phoP	rutC	1
phoP	rutD	1
phoP	rutA	1
phoP	rutG	1
phoP	rutF	1
phoP	rutE	1
phoP	ygiC	1
phoP	fadL	1
phoP	ygiB	1
phoP	acrB	1
treR	treB	1
treR	treC	1
rstA	asr	1
rstA	narJ	1
rstA	narI	1
rstA	narG	1
rstA	narH	1
rstA	csgE	1
rstA	csgF	1
pspF	rstB	0
pspF	phoP	0
pspF	treR	0
pspF	rstA	0
pspF	mgtA	0
pspF	slyB	0
pspF	pagP	0
pspF	borD	0
pspF	ybjG	0
pspF	purH	0
pspF	phoQ	0
pspF	metB	0
pspF	hemL	0
pspF	treB	0
pspF	mgrB	0
pspF	argD	0
pspF	metL	0
pspF	purD	0
pspF	asr	0
pspF	yrbL	0
pspF	nagA	0
pspF	treC	0
pspF	dcuD	0
pspF	rutB	0
pspF	ygiA	0
pspF	malS	0
pspF	tolC	0
pspF	rutC	0
pspF	rutD	0
pspF	rutA	0
pspF	rutG	0
pspF	rutF	0
pspF	rutE	0
pspF	ygiC	0
pspF	fadL	0
pspF	ygiB	0
pspF	narJ	0
pspF	narI	0
pspF	narG	0
pspF	narH	0
pspF	csgE	0
pspF	csgF	0
pspF	acrB	0
rstB	pspF	0
rstB	phoP	0
rstB	treR	0
rstB	rstA	0
rstB	mgtA	0
rstB	slyB	0
rstB	pagP	0
rstB	borD	0
rstB	ybjG	0
rstB	purH	0
rstB	phoQ	0
rstB	metB	0
rstB	hemL	0
rstB	pspE	0
rstB	treB	0
rstB	mgrB	0
rstB	argD	0
rstB	pspB	0
rstB	pspD	0
rstB	metL	0
rstB	purD	0
rstB	pspG	0
rstB	pspC	0
rstB	asr	0
rstB	yrbL	0
rstB	pspA	0
rstB	nagA	0
rstB	treC	0
rstB	dcuD	0
rstB	rutB	0
rstB	ygiA	0
rstB	malS	0
rstB	tolC	0
rstB	rutC	0
rstB	rutD	0
rstB	rutA	0
rstB	rutG	0
rstB	rutF	0
rstB	rutE	0
rstB	ygiC	0
rstB	fadL	0
rstB	ygiB	0
rstB	narJ	0
rstB	narI	0
rstB	narG	0
rstB	narH	0
rstB	csgE	0
rstB	csgF	0
rstB	acrB	0
phoP	pspF	0
phoP	pspE	0
phoP	treB	0
phoP	pspB	0
phoP	pspD	0
phoP	pspG	0
phoP	pspC	0
phoP	asr	0
phoP	pspA	0
phoP	treC	0
phoP	narJ	0
phoP	narI	0
phoP	narG	0
phoP	narH	0
phoP	csgE	0
phoP	csgF	0
treR	pspF	0
treR	rstB	0
treR	phoP	0
treR	rstA	0
treR	mgtA	0
treR	slyB	0
treR	pagP	0
treR	borD	0
treR	ybjG	0
treR	purH	0
treR	phoQ	0
treR	metB	0
treR	hemL	0
treR	pspE	0
treR	mgrB	0
treR	argD	0
treR	pspB	0
treR	pspD	0
treR	metL	0
treR	purD	0
treR	pspG	0
treR	pspC	0
treR	asr	0
treR	yrbL	0
treR	pspA	0
treR	nagA	0
treR	dcuD	0
treR	rutB	0
treR	ygiA	0
treR	malS	0
treR	tolC	0
treR	rutC	0
treR	rutD	0
treR	rutA	0
treR	rutG	0
treR	rutF	0
treR	rutE	0
treR	ygiC	0
treR	fadL	0
treR	ygiB	0
treR	narJ	0
treR	narI	0
treR	narG	0
treR	narH	0
treR	csgE	0
treR	csgF	0
treR	acrB	0
rstA	pspF	0
rstA	rstB	0
rstA	phoP	0
rstA	treR	0
rstA	mgtA	0
rstA	slyB	0
rstA	pagP	0
rstA	borD	0
rstA	ybjG	0
rstA	purH	0
rstA	phoQ	0
rstA	metB	0
rstA	hemL	0
rstA	pspE	0
rstA	treB	0
rstA	mgrB	0
rstA	argD	0
rstA	pspB	0
rstA	pspD	0
rstA	metL	0
rstA	purD	0
rstA	pspG	0
rstA	pspC	0
rstA	yrbL	0
rstA	pspA	0
rstA	nagA	0
rstA	treC	0
rstA	dcuD	0
