fis	flxA	1
fis	mtlR	1
fis	glcC	1
fis	proL	1
fis	pdxA	1
fis	alaX	1
fis	gltX	1
fis	cspI	1
fis	valX	1
fis	pheV	1
fis	leuV	1
fis	tufB	1
fis	argX	1
glrR	flxA	0
glrR	fis	0
glrR	mtlR	0
glrR	glcC	0
glrR	proL	0
glrR	pdxA	0
glrR	alaX	0
glrR	gltX	0
glrR	cspI	0
glrR	valX	0
glrR	pheV	0
glrR	leuV	0
glrR	tufB	0
glrR	argX	0
flxA	glrR	0
flxA	fis	0
flxA	mtlR	0
flxA	glcC	0
flxA	proL	0
flxA	pdxA	0
flxA	alaX	0
flxA	gltX	0
flxA	cspI	0
flxA	valX	0
flxA	pheV	0
flxA	leuV	0
flxA	tufB	0
flxA	argX	0
fis	glrR	0
mtlR	glrR	0
mtlR	flxA	0
mtlR	fis	0
mtlR	glcC	0
mtlR	proL	0
mtlR	pdxA	0
mtlR	alaX	0
mtlR	gltX	0
mtlR	cspI	0
mtlR	valX	0
mtlR	pheV	0
mtlR	leuV	0
mtlR	tufB	0
mtlR	argX	0
glcC	glrR	0
glcC	flxA	0
glcC	fis	0
glcC	mtlR	0
glcC	proL	0
glcC	pdxA	0
glcC	alaX	0
glcC	gltX	0
glcC	cspI	0
glcC	valX	0
glcC	pheV	0
glcC	leuV	0
glcC	tufB	0
glcC	argX	0
proL	glrR	0
proL	flxA	0
proL	fis	0
proL	mtlR	0
proL	glcC	0
proL	pdxA	0
proL	alaX	0
proL	gltX	0
proL	cspI	0
proL	valX	0
proL	pheV	0
proL	leuV	0
proL	tufB	0
proL	argX	0
pdxA	glrR	0
pdxA	flxA	0
pdxA	fis	0
pdxA	mtlR	0
pdxA	glcC	0
pdxA	proL	0
pdxA	alaX	0
pdxA	gltX	0
pdxA	cspI	0
pdxA	valX	0
pdxA	pheV	0
pdxA	leuV	0
pdxA	tufB	0
pdxA	argX	0
alaX	glrR	0
alaX	flxA	0
alaX	fis	0
alaX	mtlR	0
alaX	glcC	0
alaX	proL	0
alaX	pdxA	0
alaX	gltX	0
alaX	cspI	0
alaX	valX	0
alaX	pheV	0
alaX	leuV	0
alaX	tufB	0
alaX	argX	0
gltX	glrR	0
gltX	flxA	0
gltX	fis	0
gltX	mtlR	0
gltX	glcC	0
gltX	proL	0
gltX	pdxA	0
gltX	alaX	0
gltX	cspI	0
gltX	valX	0
gltX	pheV	0
gltX	leuV	0
gltX	tufB	0
gltX	argX	0
cspI	glrR	0
cspI	flxA	0
cspI	fis	0
cspI	mtlR	0
cspI	glcC	0
cspI	proL	0
cspI	pdxA	0
cspI	alaX	0
cspI	gltX	0
cspI	valX	0
cspI	pheV	0
cspI	leuV	0
cspI	tufB	0
cspI	argX	0
valX	glrR	0
valX	flxA	0
valX	fis	0
valX	mtlR	0
valX	glcC	0
valX	proL	0
valX	pdxA	0
valX	alaX	0
valX	gltX	0
valX	cspI	0
valX	pheV	0
valX	leuV	0
valX	tufB	0
valX	argX	0
pheV	glrR	0
pheV	flxA	0
pheV	fis	0
pheV	mtlR	0
pheV	glcC	0
pheV	proL	0
pheV	pdxA	0
pheV	alaX	0
pheV	gltX	0
pheV	cspI	0
pheV	valX	0
pheV	leuV	0
pheV	tufB	0
pheV	argX	0
leuV	glrR	0
leuV	flxA	0
leuV	fis	0
leuV	mtlR	0
leuV	glcC	0
leuV	proL	0
leuV	pdxA	0
leuV	alaX	0
leuV	gltX	0
leuV	cspI	0
leuV	valX	0
leuV	pheV	0
leuV	tufB	0
leuV	argX	0
tufB	glrR	0
tufB	flxA	0
tufB	fis	0
tufB	mtlR	0
tufB	glcC	0
tufB	proL	0
tufB	pdxA	0
tufB	alaX	0
tufB	gltX	0
tufB	cspI	0
tufB	valX	0
tufB	pheV	0
tufB	leuV	0
tufB	argX	0
argX	glrR	0
argX	flxA	0
argX	fis	0
argX	mtlR	0
argX	glcC	0
argX	proL	0
argX	pdxA	0
argX	alaX	0
argX	gltX	0
argX	cspI	0
argX	valX	0
argX	pheV	0
argX	leuV	0
argX	tufB	0
